iShares Russell 3000 ETF
Fund Holdings as of,"Jul 24, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KNF","KNIFE RIVER CORP","Materials","Equity","1,212,349.86","0.01","1,212,349.86","15,531.00","78.06","United States","NYSE","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","1,209,524.88","0.01","1,209,524.88","44,599.00","27.12","United States","NASDAQ","USD","1.00","USD","-"
"ACLS","AXCELIS TECHNOLOGIES INC","Information Technology","Equity","1,203,681.60","0.01","1,203,681.60","8,976.00","134.10","United States","NASDAQ","USD","1.00","USD","-"
"RUSHA","RUSH ENTERPRISES INC CLASS A","Industrials","Equity","1,204,292.96","0.01","1,204,292.96","15,728.00","76.57","United States","NASDAQ","USD","1.00","USD","-"
"CNX","CNX RESOURCES CORP","Energy","Equity","1,204,333.38","0.01","1,204,333.38","35,122.00","34.29","United States","NYSE","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","1,204,934.01","0.01","1,204,934.01","41,279.00","29.19","United States","NASDAQ","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","1,205,252.45","0.01","1,205,252.45","69,467.00","17.35","United States","NASDAQ","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS INC","Consumer Discretionary","Equity","1,201,054.58","0.01","1,201,054.58","14,377.00","83.54","United States","NYSE","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","1,198,184.62","0.01","1,198,184.62","24,802.00","48.31","United States","NYSE","USD","1.00","USD","-"
"DAVE","DAVE INC CLASS A","Financials","Equity","1,198,359.75","0.01","1,198,359.75","2,975.00","402.81","United States","NASDAQ","USD","1.00","USD","-"
"PRIM","PRIMORIS SERVICES CORP","Industrials","Equity","1,198,509.54","0.01","1,198,509.54","13,854.00","86.51","United States","NYSE","USD","1.00","USD","-"
"SKYW","SKYWEST INC","Industrials","Equity","1,194,566.25","0.01","1,194,566.25","11,525.00","103.65","United States","NASDAQ","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","1,188,485.44","0.01","1,188,485.44","41,672.00","28.52","United States","NYSE","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","1,184,844.52","0.01","1,184,844.52","109,303.00","10.84","United States","NYSE","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","1,185,216.47","0.01","1,185,216.47","62,347.00","19.01","United States","NYSE","USD","1.00","USD","-"
"CRSP","CRISPR THERAPEUTICS AG","Health Care","Equity","1,183,465.66","0.01","1,183,465.66","25,429.00","46.54","United States","NASDAQ","USD","1.00","USD","-"
"HCC","WARRIOR MET COAL INC","Materials","Equity","1,184,075.16","0.01","1,184,075.16","14,788.00","80.07","United States","NYSE","USD","1.00","USD","-"
"SYNA","SYNAPTICS INC","Information Technology","Equity","1,176,782.00","0.01","1,176,782.00","10,414.00","113.00","United States","NASDAQ","USD","1.00","USD","-"
"URBN","URBAN OUTFITTERS INC","Consumer Discretionary","Equity","1,178,014.92","0.01","1,178,014.92","16,836.00","69.97","United States","NASDAQ","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","1,176,298.20","0.01","1,176,298.20","5,412.00","217.35","United States","NYSE","USD","1.00","USD","-"
"MMSI","MERIT MEDICAL SYSTEMS INC","Health Care","Equity","1,172,918.24","0.01","1,172,918.24","15,782.00","74.32","United States","NASDAQ","USD","1.00","USD","-"
"TPC","TUTOR PERINI CORP","Industrials","Equity","1,169,225.75","0.01","1,169,225.75","13,475.00","86.77","United States","NYSE","USD","1.00","USD","-"
"BDC","BELDEN INC","Information Technology","Equity","1,169,717.08","0.01","1,169,717.08","11,383.00","102.76","United States","NYSE","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","1,170,024.32","0.01","1,170,024.32","13,876.00","84.32","United States","NASDAQ","USD","1.00","USD","-"
"YOU","CLEAR SECURE INC CLASS A","Information Technology","Equity","1,163,175.84","0.01","1,163,175.84","22,266.00","52.24","United States","NYSE","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","1,159,294.18","0.01","1,159,294.18","23,011.00","50.38","United States","NYSE","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","1,158,031.56","0.01","1,158,031.56","9,924.00","116.69","United States","NASDAQ","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","1,154,438.85","0.01","1,154,438.85","43,845.00","26.33","United States","NYSE","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","1,152,385.93","0.01","1,152,385.93","15,209.00","75.77","United States","NYSE","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP INC","Utilities","Equity","1,149,439.36","0.01","1,149,439.36","15,776.00","72.86","United States","NASDAQ","USD","1.00","USD","-"
"REZI","RESIDEO TECHNOLOGIES INC","Industrials","Equity","1,149,974.76","0.01","1,149,974.76","33,294.00","34.54","United States","NYSE","USD","1.00","USD","-"
"GLXY","GALAXY DIGITAL INC CLASS A","Financials","Equity","1,150,579.08","0.01","1,150,579.08","50,731.00","22.68","United States","NASDAQ","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","Real Estate","Equity","1,150,749.77","0.01","1,150,749.77","30,259.00","38.03","United States","NYSE","USD","1.00","USD","-"
"CRC","CALIFORNIA RESOURCES CORP","Energy","Equity","1,145,327.40","0.01","1,145,327.40","21,420.00","53.47","United States","NYSE","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","1,145,548.84","0.01","1,145,548.84","8,186.00","139.94","United States","NASDAQ","USD","1.00","USD","-"
"TTAN","SERVICETITAN INC CLASS A","Information Technology","Equity","1,146,498.16","0.01","1,146,498.16","16,267.00","70.48","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","1,143,584.40","0.01","1,143,584.40","24,980.00","45.78","United States","NASDAQ","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","1,143,608.76","0.01","1,143,608.76","26,308.00","43.47","United States","NYSE","USD","1.00","USD","-"
"MRX","MAREX GROUP LTD","Financials","Equity","1,144,022.00","0.01","1,144,022.00","17,450.00","65.56","Bermuda","NASDAQ","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","1,144,974.77","0.01","1,144,974.77","17,267.00","66.31","United States","NASDAQ","USD","1.00","USD","-"
"VCYT","VERACYTE INC","Health Care","Equity","1,145,050.47","0.01","1,145,050.47","20,227.00","56.61","United States","NASDAQ","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","1,142,788.78","0.01","1,142,788.78","14,882.00","76.79","United States","NASDAQ","USD","1.00","USD","-"
"EXLS","EXLSERVICE HOLDINGS INC","Industrials","Equity","1,138,343.80","0.01","1,138,343.80","41,140.00","27.67","United States","NASDAQ","USD","1.00","USD","-"
"OPLN","OPENLANE INC","Industrials","Equity","1,138,392.64","0.01","1,138,392.64","28,952.00","39.32","United States","NYSE","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","1,136,268.00","0.01","1,136,268.00","27,216.00","41.75","United States","NYSE","USD","1.00","USD","-"
"GPI","GROUP AUTOMOTIVE INC","Consumer Discretionary","Equity","1,134,222.36","0.01","1,134,222.36","3,428.00","330.87","United States","NYSE","USD","1.00","USD","-"
"RDNT","RADNET INC","Health Care","Equity","1,128,393.39","0.01","1,128,393.39","18,327.00","61.57","United States","NASDAQ","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","1,128,885.80","0.01","1,128,885.80","81,508.00","13.85","United States","NYSE","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","1,125,897.44","0.01","1,125,897.44","14,554.00","77.36","United States","NYSE","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","1,126,529.04","0.01","1,126,529.04","51,581.00","21.84","United States","NASDAQ","USD","1.00","USD","-"
"GSAT","GLOBALSTAR VOTING INC","Communication","Equity","1,124,042.13","0.01","1,124,042.13","14,241.00","78.93","United States","NASDAQ","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","1,125,130.16","0.01","1,125,130.16","13,181.00","85.36","United States","NYSE","USD","1.00","USD","-"
"KFY","KORN FERRY","Industrials","Equity","1,125,704.50","0.01","1,125,704.50","14,386.00","78.25","United States","NYSE","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","1,125,782.50","0.01","1,125,782.50","52,978.00","21.25","United States","NYSE","USD","1.00","USD","-"
"ERAS","ERASCA INC","Health Care","Equity","1,116,979.50","0.01","1,116,979.50","58,450.00","19.11","United States","NASDAQ","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","1,117,577.34","0.01","1,117,577.34","10,714.00","104.31","United States","NYSE","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","1,114,786.20","0.01","1,114,786.20","14,740.00","75.63","United States","NASDAQ","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CORP CLASS A","Information Technology","Equity","1,112,562.54","0.01","1,112,562.54","58,158.00","19.13","United States","NYSE","USD","1.00","USD","-"
"MHO","M I HOMES INC","Consumer Discretionary","Equity","1,109,790.81","0.01","1,109,790.81","7,407.00","149.83","United States","NYSE","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","1,106,568.00","0.01","1,106,568.00","31,392.00","35.25","United States","NYSE","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","1,106,821.44","0.01","1,106,821.44","77,292.00","14.32","United States","NYSE","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","1,102,816.62","0.01","1,102,816.62","41,553.00","26.54","Australia","NYSE","USD","1.00","USD","-"
"BOX","BOX INC CLASS A","Information Technology","Equity","1,102,873.17","0.01","1,102,873.17","38,017.00","29.01","United States","NYSE","USD","1.00","USD","-"
"RXO","RXO INC","Industrials","Equity","1,103,781.58","0.01","1,103,781.58","43,066.00","25.63","United States","NYSE","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","1,100,388.75","0.01","1,100,388.75","6,375.00","172.61","United States","NASDAQ","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","1,094,735.40","0.01","1,094,735.40","24,684.00","44.35","United States","NYSE","USD","1.00","USD","-"
"LIVN","LIVANOVA PLC","Health Care","Equity","1,095,832.85","0.01","1,095,832.85","14,015.00","78.19","United States","NASDAQ","USD","1.00","USD","-"
"HAE","HAEMONETICS CORP","Health Care","Equity","1,096,302.48","0.01","1,096,302.48","13,916.00","78.78","United States","NYSE","USD","1.00","USD","-"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","1,096,540.80","0.01","1,096,540.80","107,504.00","10.20","United States","NASDAQ","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","1,094,177.00","0.01","1,094,177.00","16,331.00","67.00","United States","NYSE","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","1,089,546.15","0.01","1,089,546.15","11,935.00","91.29","United States","NYSE","USD","1.00","USD","-"
"JBS","JBS N V NV CLASS A","Consumer Staples","Equity","1,087,394.00","0.01","1,087,394.00","88,550.00","12.28","Brazil","NYSE","USD","1.00","USD","-"
"APLE","APPLE HOSPITALITY REIT INC","Real Estate","Equity","1,086,276.75","0.01","1,086,276.75","64,775.00","16.77","United States","NYSE","USD","1.00","USD","-"
"UCTT","ULTRA CLEAN HOLDINGS INC","Information Technology","Equity","1,083,691.00","0.01","1,083,691.00","11,684.00","92.75","United States","NASDAQ","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","1,082,160.64","0.01","1,082,160.64","14,816.00","73.04","United States","NYSE","USD","1.00","USD","-"
"XMTR","XOMETRY INC CLASS A","Industrials","Equity","1,082,845.26","0.01","1,082,845.26","12,546.00","86.31","United States","NASDAQ","USD","1.00","USD","-"
"PJT","PJT PARTNERS INC CLASS A","Financials","Equity","1,079,850.09","0.01","1,079,850.09","6,387.00","169.07","United States","NYSE","USD","1.00","USD","-"
"VCTR","VICTORY CAPITAL HOLDINGS CLASS A I","Financials","Equity","1,076,587.20","0.01","1,076,587.20","11,076.00","97.20","United States","NASDAQ","USD","1.00","USD","-"
"DIOD","DIODES INC","Information Technology","Equity","1,073,543.64","0.01","1,073,543.64","12,324.00","87.11","United States","NASDAQ","USD","1.00","USD","-"
"MIR","MIRION TECHNOLOGIES INC CLASS A","Information Technology","Equity","1,074,388.78","0.01","1,074,388.78","64,957.00","16.54","United States","NYSE","USD","1.00","USD","-"
"CATY","CATHAY GENERAL BANCORP","Financials","Equity","1,075,302.80","0.01","1,075,302.80","17,090.00","62.92","United States","NASDAQ","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","1,071,460.00","0.01","1,071,460.00","7,925.00","135.20","United States","NASDAQ","USD","1.00","USD","-"
"CALM","CAL MAINE FOODS INC","Consumer Staples","Equity","1,072,098.40","0.01","1,072,098.40","11,870.00","90.32","United States","NASDAQ","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","1,071,316.14","0.01","1,071,316.14","10,146.00","105.59","United States","NASDAQ","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE INC","Real Estate","Equity","1,066,460.20","0.01","1,066,460.20","47,695.00","22.36","United States","NYSE","USD","1.00","USD","-"
"CVSA","COVISTA INC","Consumer Discretionary","Equity","1,066,538.88","0.01","1,066,538.88","9,207.00","115.84","United States","NYSE","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","1,060,335.96","0.01","1,060,335.96","96,132.00","11.03","United States","NYSE","USD","1.00","USD","-"
"FIGR","FIGURE TECHNOLOGY SOLUTIONS INC CL","Financials","Equity","1,059,676.72","0.01","1,059,676.72","38,408.00","27.59","United States","NASDAQ","USD","1.00","USD","-"
"TNGX","TANGO THERAPEUTICS INC","Health Care","Equity","1,057,690.34","0.01","1,057,690.34","39,718.00","26.63","United States","NASDAQ","USD","1.00","USD","-"
"KAI","KADANT INC","Industrials","Equity","1,055,464.44","0.01","1,055,464.44","3,379.00","312.36","United States","NYSE","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","1,052,675.04","0.01","1,052,675.04","35,696.00","29.49","United States","NASDAQ","USD","1.00","USD","-"
"KBH","KB HOME","Consumer Discretionary","Equity","1,046,313.84","0.01","1,046,313.84","18,434.00","56.76","United States","NYSE","USD","1.00","USD","-"
"BGC","BGC GROUP INC CLASS A","Financials","Equity","1,047,672.85","0.01","1,047,672.85","89,929.00","11.65","United States","NASDAQ","USD","1.00","USD","-"
"TDW","TIDEWATER INC","Energy","Equity","1,042,382.88","0.01","1,042,382.88","13,272.00","78.54","United States","NYSE","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","1,043,904.16","0.01","1,043,904.16","40,027.00","26.08","United States","NYSE","USD","1.00","USD","-"
"GEO","GEO GROUP INC","Industrials","Equity","1,040,767.20","0.01","1,040,767.20","33,660.00","30.92","United States","NYSE","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","1,039,567.70","0.01","1,039,567.70","22,390.00","46.43","United States","NYSE","USD","1.00","USD","-"
"NATL","NCR ATLEOS CORP","Financials","Equity","1,040,281.50","0.01","1,040,281.50","21,786.00","47.75","United States","NYSE","USD","1.00","USD","-"
"BMI","BADGER METER INC","Information Technology","Equity","1,036,455.60","0.01","1,036,455.60","8,205.00","126.32","United States","NYSE","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","1,037,823.08","0.01","1,037,823.08","13,538.00","76.66","United States","NYSE","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","1,037,863.05","0.01","1,037,863.05","19,005.00","54.61","United States","NYSE","USD","1.00","USD","-"
"LASR","NLIGHT INC","Information Technology","Equity","1,036,436.04","0.01","1,036,436.04","14,802.00","70.02","United States","NASDAQ","USD","1.00","USD","-"
"STNG","SCORPIO TANKERS INC","Energy","Equity","1,033,528.98","0.01","1,033,528.98","13,002.00","79.49","United States","NYSE","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","1,026,582.00","0.01","1,026,582.00","31,832.00","32.25","United States","NASDAQ","USD","1.00","USD","-"
"CVBF","CVB FINANCIAL CORP","Financials","Equity","1,026,660.48","0.01","1,026,660.48","45,508.00","22.56","United States","NASDAQ","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","1,021,702.78","0.01","1,021,702.78","13,202.00","77.39","United States","NYSE","USD","1.00","USD","-"
"GFF","GRIFFON CORP","Industrials","Equity","1,022,102.98","0.01","1,022,102.98","11,279.00","90.62","United States","NYSE","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","1,022,150.11","0.01","1,022,150.11","40,837.00","25.03","United States","NYSE","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","1,019,974.40","0.01","1,019,974.40","102,820.00","9.92","United States","NYSE","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","1,015,928.52","0.01","1,015,928.52","28,788.00","35.29","United States","NYSE","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","1,016,241.40","0.01","1,016,241.40","12,820.00","79.27","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","1,016,258.21","0.01","1,016,258.21","31,669.00","32.09","United States","NYSE","USD","1.00","USD","-"
"PLMR","PALOMAR HOLDINGS INC","Financials","Equity","1,013,817.20","0.01","1,013,817.20","7,370.00","137.56","United States","NASDAQ","USD","1.00","USD","-"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","1,012,156.20","0.01","1,012,156.20","10,670.00","94.86","United States","NASDAQ","USD","1.00","USD","-"
"RELY","REMITLY GLOBAL INC","Financials","Equity","1,012,971.33","0.01","1,012,971.33","44,961.00","22.53","United States","NASDAQ","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","1,013,076.90","0.01","1,013,076.90","6,138.00","165.05","United States","NASDAQ","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","1,009,713.58","0.01","1,009,713.58","11,989.00","84.22","United States","NASDAQ","USD","1.00","USD","-"
"DORM","DORMAN PRODUCTS INC","Consumer Discretionary","Equity","1,010,123.40","0.01","1,010,123.40","7,527.00","134.20","United States","NASDAQ","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","1,010,385.84","0.01","1,010,385.84","35,944.00","28.11","United States","NASDAQ","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","Information Technology","Equity","1,007,617.88","0.01","1,007,617.88","15,878.00","63.46","United States","NASDAQ","USD","1.00","USD","-"
"ONDS","ONDAS INC","Information Technology","Equity","1,008,438.60","0.01","1,008,438.60","129,287.00","7.80","United States","NASDAQ","USD","1.00","USD","-"
"BKD","BROOKDALE SENIOR LIVING INC","Health Care","Equity","1,007,081.10","0.01","1,007,081.10","66,474.00","15.15","United States","NYSE","USD","1.00","USD","-"
"INSW","INTERNATIONAL SEAWAYS INC","Energy","Equity","1,003,452.72","0.01","1,003,452.72","10,874.00","92.28","United States","NYSE","USD","1.00","USD","-"
"OSIS","OSI SYSTEMS INC","Information Technology","Equity","1,004,621.20","0.01","1,004,621.20","4,636.00","216.70","United States","NASDAQ","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","1,002,646.39","0.01","1,002,646.39","11,029.00","90.91","United States","NYSE","USD","1.00","USD","-"
"CAKE","CHEESECAKE FACTORY INC","Consumer Discretionary","Equity","1,000,966.80","0.01","1,000,966.80","11,815.00","84.72","United States","NASDAQ","USD","1.00","USD","-"
"ALHC","ALIGNMENT HEALTHCARE INC","Health Care","Equity","998,546.56","0.01","998,546.56","51,392.00","19.43","United States","NASDAQ","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","996,508.86","0.01","996,508.86","26,517.00","37.58","United States","NYSE","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","996,601.54","0.01","996,601.54","12,394.00","80.41","United States","NYSE","USD","1.00","USD","-"
"WSBC","WESBANCO INC","Financials","Equity","994,248.75","0.01","994,248.75","24,103.00","41.25","United States","NASDAQ","USD","1.00","USD","-"
"OTTR","OTTER TAIL CORP","Utilities","Equity","992,377.98","0.01","992,377.98","10,747.00","92.34","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","993,196.80","0.01","993,196.80","860.00","1,154.88","United States","NYSE","USD","1.00","USD","-"
"LMND","LEMONADE INC","Financials","Equity","990,084.82","0.01","990,084.82","16,463.00","60.14","United States","NYSE","USD","1.00","USD","-"
"CLSK","CLEANSPARK INC","Information Technology","Equity","991,019.04","0.01","991,019.04","68,252.00","14.52","United States","NASDAQ","USD","1.00","USD","-"
"IRTC","IRHYTHM HOLDINGS INC","Health Care","Equity","984,001.20","0.01","984,001.20","9,011.00","109.20","United States","NASDAQ","USD","1.00","USD","-"
"LRN","STRIDE INC","Consumer Discretionary","Equity","984,437.28","0.01","984,437.28","11,331.00","86.88","United States","NYSE","USD","1.00","USD","-"
"LGN","LEGENCE CORP CLASS A","Industrials","Equity","978,597.60","0.01","978,597.60","13,822.00","70.80","United States","NASDAQ","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC","Real Estate","Equity","977,465.28","0.01","977,465.28","58,848.00","16.61","United States","NYSE","USD","1.00","USD","-"
"WHD","CACTUS INC CLASS A","Energy","Equity","974,797.20","0.01","974,797.20","17,685.00","55.12","United States","NYSE","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","976,025.60","0.01","976,025.60","138,640.00","7.04","United States","NYSE","USD","1.00","USD","-"
"CNK","CINEMARK HOLDINGS INC","Communication","Equity","972,697.27","0.01","972,697.27","29,737.00","32.71","United States","NYSE","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","973,605.60","0.01","973,605.60","31,056.00","31.35","United States","NYSE","USD","1.00","USD","-"
"HP","HELMERICH & PAYNE INC","Energy","Equity","970,931.16","0.01","970,931.16","27,474.00","35.34","United States","NYSE","USD","1.00","USD","-"
"OPCH","OPTION CARE HEALTH INC","Health Care","Equity","971,905.86","0.01","971,905.86","44,871.00","21.66","United States","NASDAQ","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","967,196.79","0.00","967,196.79","27,801.00","34.79","United States","NASDAQ","USD","1.00","USD","-"
"ARCB","ARCBEST CORP","Industrials","Equity","967,769.60","0.00","967,769.60","6,272.00","154.30","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","965,808.29","0.00","965,808.29","31,991.00","30.19","United States","NASDAQ","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Communication","Equity","963,150.51","0.00","963,150.51","28,023.00","34.37","United States","NYSE","USD","1.00","USD","-"
"NMIH","NMI HOLDINGS INC","Financials","Equity","962,345.25","0.00","962,345.25","22,511.00","42.75","United States","NASDAQ","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Health Care","Equity","962,553.94","0.00","962,553.94","43,222.00","22.27","United States","NASDAQ","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","957,100.65","0.00","957,100.65","41,415.00","23.11","United States","NASDAQ","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","957,382.80","0.00","957,382.80","42,456.00","22.55","United States","NYSE","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","955,345.92","0.00","955,345.92","6,068.00","157.44","United States","NASDAQ","USD","1.00","USD","-"
"OPEN","OPENDOOR TECHNOLOGIES INC CLASS A","Real Estate","Equity","956,767.30","0.00","956,767.30","249,483.00","3.84","United States","NASDAQ","USD","1.00","USD","-"
"CBU","COMMUNITY FINANCIAL SYSTEM INC","Financials","Equity","953,530.44","0.00","953,530.44","14,181.00","67.24","United States","NYSE","USD","1.00","USD","-"
"SPHR","SPHERE ENTERTAINMENT CLASS A","Communication","Equity","953,820.00","0.00","953,820.00","7,000.00","136.26","United States","NYSE","USD","1.00","USD","-"
"SXI","STANDEX INTERNATIONAL CORP","Industrials","Equity","954,068.30","0.00","954,068.30","3,142.00","303.65","United States","NYSE","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","954,159.70","0.00","954,159.70","19,837.00","48.10","United States","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","952,129.33","0.00","952,129.33","21,883.00","43.51","United States","NYSE","USD","1.00","USD","-"
"DYN","DYNE THERAPEUTICS INC","Health Care","Equity","949,176.28","0.00","949,176.28","38,837.00","24.44","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","946,593.06","0.00","946,593.06","14,973.00","63.22","United States","NASDAQ","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","Consumer Discretionary","Equity","937,379.96","0.00","937,379.96","34,628.00","27.07","United States","NYSE","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","937,841.84","0.00","937,841.84","69,367.00","13.52","United States","NYSE","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","935,435.76","0.00","935,435.76","23,736.00","39.41","United States","NASDAQ","USD","1.00","USD","-"
"BKU","BANKUNITED INC","Financials","Equity","934,418.76","0.00","934,418.76","20,108.00","46.47","United States","NYSE","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT INC","Real Estate","Equity","931,606.18","0.00","931,606.18","11,567.00","80.54","United States","NYSE","USD","1.00","USD","-"
"AVA","AVISTA CORP","Utilities","Equity","929,767.55","0.00","929,767.55","22,111.00","42.05","United States","NYSE","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","926,653.70","0.00","926,653.70","27,538.00","33.65","United States","NYSE","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","923,956.00","0.00","923,956.00","13,915.00","66.40","United States","NYSE","USD","1.00","USD","-"
"PI","IMPINJ INC","Information Technology","Equity","920,911.00","0.00","920,911.00","7,220.00","127.55","United States","NASDAQ","USD","1.00","USD","-"
