iShares Russell 3000 ETF
Fund Holdings as of,"Jul 24, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","2,268,966.00","0.01","2,268,966.00","14,568.00","155.75","United States","NYSE","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS INC","Health Care","Equity","2,261,882.22","0.01","2,261,882.22","27,014.00","83.73","United States","NASDAQ","USD","1.00","USD","-"
"SNEX","STONEX GROUP INC","Financials","Equity","2,258,766.42","0.01","2,258,766.42","30,417.00","74.26","United States","NASDAQ","USD","1.00","USD","-"
"KRYS","KRYSTAL BIOTECH INC","Health Care","Equity","2,257,504.65","0.01","2,257,504.65","6,735.00","335.19","United States","NASDAQ","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","2,252,459.03","0.01","2,252,459.03","2,252,459.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","2,244,070.44","0.01","2,244,070.44","26,658.00","84.18","United States","NYSE","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","2,241,046.08","0.01","2,241,046.08","59,857.00","37.44","United States","NYSE","USD","1.00","USD","-"
"PRAX","PRAXIS PRECISION MEDICINES INC","Health Care","Equity","2,235,786.90","0.01","2,235,786.90","6,873.00","325.30","United States","NASDAQ","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","2,221,565.50","0.01","2,221,565.50","30,370.00","73.15","United States","NYSE","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","2,220,741.60","0.01","2,220,741.60","32,208.00","68.95","United States","NYSE","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","2,218,579.68","0.01","2,218,579.68","106,868.00","20.76","United States","NYSE","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","2,210,378.85","0.01","2,210,378.85","6,483.00","340.95","United States","NYSE","USD","1.00","USD","-"
"HQY","HEALTHEQUITY INC","Health Care","Equity","2,211,336.04","0.01","2,211,336.04","23,367.00","94.64","United States","NASDAQ","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","2,203,269.20","0.01","2,203,269.20","32,306.00","68.20","United States","NYSE","USD","1.00","USD","-"
"ESE","ESCO TECHNOLOGIES INC","Industrials","Equity","2,203,337.16","0.01","2,203,337.16","6,722.00","327.78","United States","NYSE","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","2,200,325.12","0.01","2,200,325.12","33,872.00","64.96","United States","NASDAQ","USD","1.00","USD","-"
"PTGX","PROTAGONIST THERAPEUTICS INC","Health Care","Equity","2,187,015.48","0.01","2,187,015.48","16,068.00","136.11","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","2,182,448.44","0.01","2,182,448.44","29,954.00","72.86","United States","NYSE","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","2,161,842.07","0.01","2,161,842.07","14,551.00","148.57","United States","NYSE","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","2,159,661.24","0.01","2,159,661.24","15,609.00","138.36","United States","NASDAQ","USD","1.00","USD","-"
"FORM","FORMFACTOR INC","Information Technology","Equity","2,156,229.00","0.01","2,156,229.00","20,725.00","104.04","United States","NASDAQ","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","2,150,816.85","0.01","2,150,816.85","14,469.00","148.65","United States","NYSE","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","Financials","Equity","2,141,173.62","0.01","2,141,173.62","10,977.00","195.06","United States","NASDAQ","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","2,138,187.74","0.01","2,138,187.74","57,278.00","37.33","United States","NYSE","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","2,139,170.40","0.01","2,139,170.40","59,720.00","35.82","United States","NYSE","USD","1.00","USD","-"
"JXN","JACKSON FINANCIAL INC CLASS A","Financials","Equity","2,134,873.44","0.01","2,134,873.44","17,898.00","119.28","United States","NYSE","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","2,115,601.53","0.01","2,115,601.53","30,471.00","69.43","United States","NYSE","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","2,107,208.49","0.01","2,107,208.49","35,661.00","59.09","United States","NASDAQ","USD","1.00","USD","-"
"TEX","TEREX CORP","Industrials","Equity","2,108,516.85","0.01","2,108,516.85","30,195.00","69.83","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","2,101,167.25","0.01","2,101,167.25","121,525.00","17.29","United States","NASDAQ","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","2,102,062.27","0.01","2,102,062.27","27,979.00","75.13","United States","NYSE","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","2,100,724.40","0.01","2,100,724.40","14,629.00","143.60","United States","NYSE","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","Equity","2,098,242.65","0.01","2,098,242.65","20,951.00","100.15","United States","NASDAQ","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","2,094,528.00","0.01","2,094,528.00","32,727.00","64.00","United States","NYSE","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","2,094,615.51","0.01","2,094,615.51","14,937.00","140.23","United States","NYSE","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","2,093,106.43","0.01","2,093,106.43","15,727.00","133.09","United States","NYSE","USD","1.00","USD","-"
"CRBG","COREBRIDGE FINANCIAL INC","Financials","Equity","2,090,922.96","0.01","2,090,922.96","66,824.00","31.29","United States","NYSE","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","2,086,620.27","0.01","2,086,620.27","50,757.00","41.11","United States","NYSE","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","2,086,876.48","0.01","2,086,876.48","9,568.00","218.11","United States","NYSE","USD","1.00","USD","-"
"RIOT","RIOT PLATFORMS INC","Information Technology","Equity","2,085,444.39","0.01","2,085,444.39","92,563.00","22.53","United States","NASDAQ","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","2,079,803.44","0.01","2,079,803.44","181,801.00","11.44","United States","NYSE","USD","1.00","USD","-"
"TRNO","TERRENO REALTY REIT CORP","Real Estate","Equity","2,070,871.24","0.01","2,070,871.24","28,493.00","72.68","United States","NYSE","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","2,056,558.19","0.01","2,056,558.19","24,931.00","82.49","United States","NYSE","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","2,058,124.25","0.01","2,058,124.25","90,467.00","22.75","United States","NYSE","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","2,058,216.48","0.01","2,058,216.48","8,742.00","235.44","United States","NYSE","USD","1.00","USD","-"
"NPO","ENPRO INC","Industrials","Equity","2,049,021.56","0.01","2,049,021.56","6,137.00","333.88","United States","NYSE","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","2,050,264.30","0.01","2,050,264.30","5,873.00","349.10","United States","NYSE","USD","1.00","USD","-"
"AGX","ARGAN INC","Industrials","Equity","2,045,267.40","0.01","2,045,267.40","3,595.00","568.92","United States","NYSE","USD","1.00","USD","-"
"FSS","FEDERAL SIGNAL CORP","Industrials","Equity","2,029,927.86","0.01","2,029,927.86","17,074.00","118.89","United States","NYSE","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","2,030,656.56","0.01","2,030,656.56","25,188.00","80.62","United States","NYSE","USD","1.00","USD","-"
"SYRE","SPYRE THERAPEUTICS INC","Health Care","Equity","2,026,667.72","0.01","2,026,667.72","19,844.00","102.13","United States","NASDAQ","USD","1.00","USD","-"
"CIFR","CIPHER DIGITAL INC","Information Technology","Equity","2,022,592.35","0.01","2,022,592.35","87,369.00","23.15","United States","NASDAQ","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","2,020,178.16","0.01","2,020,178.16","61,666.00","32.76","United States","NYSE","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","2,015,764.36","0.01","2,015,764.36","10,772.00","187.13","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","2,011,962.28","0.01","2,011,962.28","20,759.00","96.92","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","2,012,777.75","0.01","2,012,777.75","79,525.00","25.31","United States","NYSE","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","2,013,540.52","0.01","2,013,540.52","16,612.00","121.21","United States","NYSE","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","2,006,752.44","0.01","2,006,752.44","26,796.00","74.89","United States","NASDAQ","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","1,993,103.89","0.01","1,993,103.89","23,039.00","86.51","United States","NASDAQ","USD","1.00","USD","-"
"FLR","FLUOR CORP","Industrials","Equity","1,986,142.64","0.01","1,986,142.64","38,056.00","52.19","United States","NYSE","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","1,978,500.81","0.01","1,978,500.81","12,311.00","160.71","United States","NYSE","USD","1.00","USD","-"
"ENS","ENERSYS","Industrials","Equity","1,973,499.50","0.01","1,973,499.50","10,346.00","190.75","United States","NYSE","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","1,964,652.72","0.01","1,964,652.72","32,324.00","60.78","United States","NYSE","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","1,962,641.08","0.01","1,962,641.08","14,873.00","131.96","United States","NASDAQ","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","1,953,452.00","0.01","1,953,452.00","39,400.00","49.58","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","1,954,692.80","0.01","1,954,692.80","32,720.00","59.74","United States","NYSE","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","1,954,900.04","0.01","1,954,900.04","21,862.00","89.42","United States","NASDAQ","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","1,955,050.25","0.01","1,955,050.25","9,155.00","213.55","United States","NYSE","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","1,946,029.65","0.01","1,946,029.65","14,565.00","133.61","United States","NASDAQ","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","1,942,785.00","0.01","1,942,785.00","175,500.00","11.07","United States","NYSE","USD","1.00","USD","-"
"PLXS","PLEXUS CORP","Information Technology","Equity","1,928,731.00","0.01","1,928,731.00","7,580.00","254.45","United States","NASDAQ","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","1,922,742.50","0.01","1,922,742.50","323,150.00","5.95","United States","NASDAQ","USD","1.00","USD","-"
"JBTM","JBT MAREL CORP","Industrials","Equity","1,922,977.08","0.01","1,922,977.08","14,022.00","137.14","United States","NYSE","USD","1.00","USD","-"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORP","Industrials","Equity","1,913,090.34","0.01","1,913,090.34","39,543.00","48.38","United States","NYSE","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","1,911,088.08","0.01","1,911,088.08","48,114.00","39.72","United States","NYSE","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","1,903,358.80","0.01","1,903,358.80","88,942.00","21.40","United States","NYSE","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","1,895,832.89","0.01","1,895,832.89","128,357.00","14.77","United States","NYSE","USD","1.00","USD","-"
"CORZ","CORE SCIENTIFIC INC","Information Technology","Equity","1,892,208.50","0.01","1,892,208.50","83,174.00","22.75","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","1,886,468.50","0.01","1,886,468.50","84,595.00","22.30","United States","NYSE","USD","1.00","USD","-"
"ACA","ARCOSA INC","Industrials","Equity","1,884,565.00","0.01","1,884,565.00","12,997.00","145.00","United States","NYSE","USD","1.00","USD","-"
"APLD","APPLIED DIGITAL CORP","Information Technology","Equity","1,880,270.07","0.01","1,880,270.07","69,153.00","27.19","United States","NASDAQ","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","1,875,984.11","0.01","1,875,984.11","41,041.00","45.71","United States","NYSE","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","1,877,024.16","0.01","1,877,024.16","9,372.00","200.28","United States","NASDAQ","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","1,874,710.20","0.01","1,874,710.20","63,228.00","29.65","United States","NYSE","USD","1.00","USD","-"
"KYMR","KYMERA THERAPEUTICS INC","Health Care","Equity","1,869,185.85","0.01","1,869,185.85","16,905.00","110.57","United States","NASDAQ","USD","1.00","USD","-"
"MAC","MACERICH REIT","Real Estate","Equity","1,867,922.28","0.01","1,867,922.28","72,316.00","25.83","United States","NYSE","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","1,863,019.84","0.01","1,863,019.84","45,044.00","41.36","United States","NYSE","USD","1.00","USD","-"
"PCVX","VAXCYTE INC","Health Care","Equity","1,859,478.54","0.01","1,859,478.54","34,019.00","54.66","United States","NASDAQ","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","1,853,411.24","0.01","1,853,411.24","71,782.00","25.82","United States","NASDAQ","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","1,847,482.86","0.01","1,847,482.86","110,694.00","16.69","Brazil","NASDAQ","USD","1.00","USD","-"
"IDCC","INTERDIGITAL INC","Information Technology","Equity","1,841,162.40","0.01","1,841,162.40","7,128.00","258.30","United States","NASDAQ","USD","1.00","USD","-"
"SLAB","SILICON LABORATORIES INC","Information Technology","Equity","1,842,612.48","0.01","1,842,612.48","8,496.00","216.88","United States","NASDAQ","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","1,840,181.76","0.01","1,840,181.76","18,198.00","101.12","United States","NYSE","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","1,830,606.10","0.01","1,830,606.10","17,830.00","102.67","United States","NASDAQ","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY CORP","Financials","Equity","1,827,885.60","0.01","1,827,885.60","23,988.00","76.20","United States","NASDAQ","USD","1.00","USD","-"
"SWX","SOUTHWEST GAS HOLDINGS INC","Utilities","Equity","1,825,847.26","0.01","1,825,847.26","19,618.00","93.07","United States","NYSE","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","1,817,846.25","0.01","1,817,846.25","95,425.00","19.05","United States","NYSE","USD","1.00","USD","-"
"LNTH","LANTHEUS HOLDINGS INC","Health Care","Equity","1,813,910.10","0.01","1,813,910.10","17,305.00","104.82","United States","NASDAQ","USD","1.00","USD","-"
"VLY","VALLEY NATIONAL","Financials","Equity","1,810,195.56","0.01","1,810,195.56","126,234.00","14.34","United States","NASDAQ","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","1,807,866.81","0.01","1,807,866.81","3,537.00","511.13","United States","NYSE","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","1,808,182.38","0.01","1,808,182.38","151,566.00","11.93","United States","NYSE","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","1,798,145.70","0.01","1,798,145.70","29,746.00","60.45","United States","NASDAQ","USD","1.00","USD","-"
"OSCR","OSCAR HEALTH INC CLASS A","Financials","Equity","1,799,395.89","0.01","1,799,395.89","63,831.00","28.19","United States","NYSE","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","1,790,632.03","0.01","1,790,632.03","33,451.00","53.53","United States","NASDAQ","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","1,786,418.55","0.01","1,786,418.55","36,155.00","49.41","United States","NASDAQ","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","1,787,378.60","0.01","1,787,378.60","62,278.00","28.70","United States","NYSE","USD","1.00","USD","-"
"ULS","UL SOLUTIONS INC CLASS A","Industrials","Equity","1,781,242.78","0.01","1,781,242.78","20,843.00","85.46","United States","NYSE","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","Financials","Equity","1,774,732.08","0.01","1,774,732.08","35,304.00","50.27","United States","NYSE","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","1,770,833.46","0.01","1,770,833.46","7,626.00","232.21","United States","NASDAQ","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","1,768,065.28","0.01","1,768,065.28","13,124.00","134.72","United States","NASDAQ","USD","1.00","USD","-"
"MATX","MATSON INC","Industrials","Equity","1,765,629.45","0.01","1,765,629.45","8,385.00","210.57","United States","NYSE","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","1,763,316.30","0.01","1,763,316.30","58,895.00","29.94","United States","NASDAQ","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","1,760,064.80","0.01","1,760,064.80","81,560.00","21.58","United States","NYSE","USD","1.00","USD","-"
"COGT","COGENT BIOSCIENCES INC","Health Care","Equity","1,759,141.44","0.01","1,759,141.44","44,244.00","39.76","United States","NASDAQ","USD","1.00","USD","-"
"ESNT","ESSENT GROUP LTD","Financials","Equity","1,753,618.25","0.01","1,753,618.25","26,671.00","65.75","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","1,754,965.17","0.01","1,754,965.17","41,577.00","42.21","United States","NASDAQ","USD","1.00","USD","-"
"AUB","ATLANTIC UNION BANKSHARES CORP","Financials","Equity","1,755,163.26","0.01","1,755,163.26","41,562.00","42.23","United States","NYSE","USD","1.00","USD","-"
"XENE","XENON PHARMACEUTICALS INC","Health Care","Equity","1,751,424.24","0.01","1,751,424.24","26,772.00","65.42","United States","NASDAQ","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","1,752,214.10","0.01","1,752,214.10","74,945.00","23.38","United States","NYSE","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","1,750,897.92","0.01","1,750,897.92","19,744.00","88.68","United States","NASDAQ","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","1,732,664.40","0.01","1,732,664.40","4,371.00","396.40","United States","NYSE","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","1,731,070.64","0.01","1,731,070.64","64,376.00","26.89","United States","NYSE","USD","1.00","USD","-"
"LUMN","LUMEN TECHNOLOGIES INC","Communication","Equity","1,729,437.88","0.01","1,729,437.88","272,782.00","6.34","United States","NYSE","USD","1.00","USD","-"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Real Estate","Equity","1,724,336.46","0.01","1,724,336.46","53,319.00","32.34","United States","NYSE","USD","1.00","USD","-"
"AROC","ARCHROCK INC","Energy","Equity","1,724,528.52","0.01","1,724,528.52","47,718.00","36.14","United States","NYSE","USD","1.00","USD","-"
"PTCT","PTC THERAPEUTICS INC","Health Care","Equity","1,722,458.04","0.01","1,722,458.04","22,422.00","76.82","United States","NASDAQ","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","1,721,457.57","0.01","1,721,457.57","13,243.00","129.99","United States","NYSE","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","1,719,281.50","0.01","1,719,281.50","13,015.00","132.10","United States","NYSE","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","1,719,604.38","0.01","1,719,604.38","93,153.00","18.46","United States","NASDAQ","USD","1.00","USD","-"
"UBSI","UNITED BANKSHARES INC","Financials","Equity","1,716,545.80","0.01","1,716,545.80","35,911.00","47.80","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","1,710,074.88","0.01","1,710,074.88","9,792.00","174.64","United States","NYSE","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","1,701,548.76","0.01","1,701,548.76","33,188.00","51.27","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","1,702,250.55","0.01","1,702,250.55","41,569.00","40.95","United States","NYSE","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","1,698,482.70","0.01","1,698,482.70","27,154.00","62.55","United States","NYSE","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","1,695,326.46","0.01","1,695,326.46","33,366.00","50.81","United States","NYSE","USD","1.00","USD","-"
"GATX","GATX CORP","Industrials","Equity","1,693,610.99","0.01","1,693,610.99","9,173.00","184.63","United States","NYSE","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","1,694,740.27","0.01","1,694,740.27","39,569.00","42.83","United States","NASDAQ","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","1,690,504.96","0.01","1,690,504.96","49,838.00","33.92","United States","NYSE","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","1,676,936.43","0.01","1,676,936.43","27,043.00","62.01","United States","NYSE","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","1,661,261.07","0.01","1,661,261.07","31,517.00","52.71","United States","NYSE","USD","1.00","USD","-"
"HOMB","HOME BANCSHARES INC","Financials","Equity","1,650,986.16","0.01","1,650,986.16","53,292.00","30.98","United States","NYSE","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","Information Technology","Equity","1,651,649.86","0.01","1,651,649.86","11,606.00","142.31","United States","NASDAQ","USD","1.00","USD","-"
"KRG","KITE REALTY GROUP TRUST REIT","Real Estate","Equity","1,648,921.98","0.01","1,648,921.98","56,258.00","29.31","United States","NYSE","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","1,647,141.48","0.01","1,647,141.48","5,238.00","314.46","United States","NYSE","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","1,647,865.59","0.01","1,647,865.59","8,967.00","183.77","United States","NASDAQ","USD","1.00","USD","-"
"MBGL","MOBILITY GLOBAL INC","Industrials","Equity","1,642,890.30","0.01","1,642,890.30","79,946.00","20.55","United States","NYSE","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP INC","Financials","Equity","1,634,720.10","0.01","1,634,720.10","16,970.00","96.33","United States","NASDAQ","USD","1.00","USD","-"
"QBTS","D WAVE QUANTUM INC","Information Technology","Equity","1,631,309.56","0.01","1,631,309.56","100,636.00","16.21","United States","NYSE","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","1,631,771.86","0.01","1,631,771.86","60,751.00","26.86","Canada","NASDAQ","USD","1.00","USD","-"
"ORA","ORMAT TECH INC","Utilities","Equity","1,630,160.00","0.01","1,630,160.00","16,400.00","99.40","United States","NYSE","USD","1.00","USD","-"
"POR","PORTLAND GENERAL ELECTRIC","Utilities","Equity","1,626,094.05","0.01","1,626,094.05","31,241.00","52.05","United States","NYSE","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","1,624,842.70","0.01","1,624,842.70","31,187.00","52.10","United States","NASDAQ","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","1,620,756.15","0.01","1,620,756.15","9,201.00","176.15","United States","NYSE","USD","1.00","USD","-"
"FPS","FORGENT POWER SOLUTIONS INC CLASS","Industrials","Equity","1,618,100.65","0.01","1,618,100.65","45,085.00","35.89","United States","NYSE","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","1,615,855.95","0.01","1,615,855.95","11,117.00","145.35","United States","NYSE","USD","1.00","USD","-"
"PBF","PBF ENERGY INC CLASS A","Energy","Equity","1,616,554.90","0.01","1,616,554.90","26,230.00","61.63","United States","NYSE","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","1,614,447.16","0.01","1,614,447.16","5,372.00","300.53","United States","NASDAQ","USD","1.00","USD","-"
"NJR","NEW JERSEY RESOURCES CORP","Utilities","Equity","1,610,120.65","0.01","1,610,120.65","26,813.00","60.05","United States","NYSE","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","1,603,991.34","0.01","1,603,991.34","2,562.00","626.07","United States","NASDAQ","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","1,600,189.89","0.01","1,600,189.89","93,963.00","17.03","United States","NYSE","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","1,600,498.90","0.01","1,600,498.90","38,753.00","41.30","United States","NYSE","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","1,595,407.95","0.01","1,595,407.95","14,085.00","113.27","United States","NYSE","USD","1.00","USD","-"
"MXL","MAXLINEAR INC","Information Technology","Equity","1,579,991.30","0.01","1,579,991.30","22,070.00","71.59","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","1,576,674.38","0.01","1,576,674.38","86,917.00","18.14","United States","NYSE","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","1,576,782.00","0.01","1,576,782.00","12,550.00","125.64","United States","NYSE","USD","1.00","USD","-"
"HIMS","HIMS HERS HEALTH INC CLASS A","Health Care","Equity","1,576,214.17","0.01","1,576,214.17","56,113.00","28.09","United States","NYSE","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","Information Technology","Equity","1,576,398.45","0.01","1,576,398.45","27,995.00","56.31","United States","NASDAQ","USD","1.00","USD","-"
"CWST","CASELLA WASTE SYSTEMS INC CLASS A","Industrials","Equity","1,569,509.62","0.01","1,569,509.62","17,558.00","89.39","United States","NASDAQ","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","1,567,488.78","0.01","1,567,488.78","4,134.00","379.17","United States","NASDAQ","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","1,568,270.32","0.01","1,568,270.32","11,714.00","133.88","United States","NASDAQ","USD","1.00","USD","-"
